sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id
hardneg_00001,"Bo phan An ninh Ngan hang: TB khan cap den Tran Thi Lan. So du no qua han: 15,000,000 VND. Goi ngay 0912345678 truoc 17h de thuong luong phuong thuc thanh toan.",1,0,1,brandname,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,456
hardneg_00002,"Sacombank TB: QK co 5,000,000 VND tu chuong trinh tra thuong khach hang than thiet. Xac nhan nhan tien bang cach goi 19001111.",1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,4
hardneg_00003,"[BHXH] TB: He thong BHXH cap nhat chinh sach moi - QK duoc nhan them 6,000,000 VND. Cap nhat thong tin tai khoan bang cach goi 19001234.",1,0,1,brandname,BHXH / Trợ cấp giả,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,432
hardneg_00004,"Bo phan An ninh Ngan hang: Ong/Ba Ho Thi Thu co the tham gia goi trao doi tra no khi dong 30% = 1,050,000 VND truoc 25/05/2025. Goi 0978555444 de bien phap.",1,0,1,brandname,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,454
hardneg_00005,"TopCV Tuyen Dung: Thong bao tuyen dung cap bach Nhan su muc luong cao 30,000,000 VND. Uu tien nguoi di lam ngay. Dang ky qua so 0978123456 trong hom nay.",1,0,1,brandname,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,311
hardneg_00006,"[Van phong Thua phat lai Quan 1] Canh bao cuoi cung gui den Bui Van Khanh. Khoan no 3,500,000 VND da qua han 25/05/2025. Chuyen khoan ngay hoac se co bien phap phap lu.",1,0,0,brandname,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,445
hardneg_00007,"Em Lan phải không? Lâu quá không gặp, em còn nhớ anh không? Nay anh bay về Việt Nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0,0,personal_number,Khác,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,synthetic_hard_label_1.csv,198
hardneg_00008,Eximbank: Tai khoan 18006699 cua quy khach Tran Thi B se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1,0,0,brandname,Giả mạo ngân hàng,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,37
hardneg_00009,"[Vietnamobile] QK 0901234567: Goi cuoc cua ban the thang nay phat sinh them 2,500,000 VND do dang ky goi quoc te. Goi 19001010 neu khong thuc hien.",1,0,1,brandname,Khác,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,258
hardneg_00010,"Bo Cong An: Quy co/chu Cong ty TNHH ABC chua nop phat vi pham hanh chinh 50,000,000 VND theo quyet dinh so 1234/CV-CT. Vui long thanh toan truoc 30 ngay.",1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,179
hardneg_00011,"So BHXH Tp.HCM: Ma ho so cua QK la BH2025/0012345. Tien ho tro 4,500,000 VND da san sang giai ngan. Lien he BHXH Quan/Huyen gan nhat de nhan.",1,0,0,brandname,BHXH / Trợ cấp giả,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,428
hardneg_00012,[Phong Lao dong Thuong binh Xa hoi] He thong da ghi nhan don khieu nai cua Pham Thi Huong ma so 1234/CV-CT. Vui long goi lai de cap nhat trang thai xu ly.,1,0,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),synthetic_hard_negative,synthetic_hard_label_1,hard_negatives_500.csv,164
